CMDLINE C:\Users\antoi\miniconda3\python.exe read_sort.py -i data/humch1_1Mb_reads_120x.fasta -m pca_sort -cs 1200000 -c data/headerless/humch1_1Mb_reads_120x.fasta.headerless.gz --delete_output True
MEM 1.679688 1670508094.3514
MEM 12.042969 1670508094.4624
MEM 21.660156 1670508094.5692
MEM 28.921875 1670508094.6794
MEM 35.382812 1670508094.7885
MEM 41.085938 1670508094.8969
MEM 49.808594 1670508095.0060
MEM 60.097656 1670508095.1155
MEM 67.246094 1670508095.2228
MEM 72.378906 1670508095.3338
MEM 74.183594 1670508095.4424
MEM 80.457031 1670508095.5517
MEM 85.601562 1670508095.6629
MEM 89.945312 1670508095.7731
MEM 93.835938 1670508095.8837
MEM 100.445312 1670508095.9943
MEM 107.945312 1670508096.1033
MEM 110.558594 1670508096.2136
MEM 112.933594 1670508096.3234
MEM 115.519531 1670508096.4345
MEM 118.046875 1670508096.5455
MEM 120.597656 1670508096.6568
MEM 123.070312 1670508096.7681
MEM 125.625000 1670508096.8795
MEM 128.187500 1670508096.9908
MEM 131.089844 1670508097.1011
MEM 133.699219 1670508097.2125
MEM 136.789062 1670508097.3233
MEM 139.234375 1670508097.4335
MEM 141.796875 1670508097.5447
MEM 144.296875 1670508097.6549
MEM 146.859375 1670508097.7647
MEM 149.359375 1670508097.8760
MEM 151.859375 1670508097.9873
MEM 154.421875 1670508098.0986
MEM 156.984375 1670508098.2099
MEM 159.421875 1670508098.3192
MEM 162.898438 1670508098.4301
MEM 165.410156 1670508098.5404
MEM 168.011719 1670508098.6497
MEM 170.566406 1670508098.7599
MEM 173.128906 1670508098.8702
MEM 175.699219 1670508098.9805
MEM 178.261719 1670508099.0918
MEM 180.765625 1670508099.2031
MEM 183.378906 1670508099.3144
MEM 185.867188 1670508099.4247
MEM 188.410156 1670508099.5356
MEM 190.972656 1670508099.6468
MEM 193.625000 1670508099.7586
MEM 196.121094 1670508099.8679
MEM 198.746094 1670508099.9792
MEM 201.269531 1670508100.0900
MEM 203.828125 1670508100.2010
MEM 206.453125 1670508100.3123
MEM 209.015625 1670508100.4220
MEM 211.398438 1670508100.5329
MEM 213.867188 1670508100.6442
MEM 216.417969 1670508100.7523
MEM 218.917969 1670508100.8616
MEM 221.417969 1670508100.9707
MEM 223.980469 1670508101.0810
MEM 226.558594 1670508101.1919
MEM 229.125000 1670508101.3017
MEM 231.687500 1670508101.4123
MEM 234.250000 1670508101.5226
MEM 236.734375 1670508101.6331
MEM 239.347656 1670508101.7444
MEM 241.855469 1670508101.8547
MEM 244.488281 1670508101.9660
MEM 247.050781 1670508102.0771
MEM 249.613281 1670508102.1874
MEM 252.238281 1670508102.2986
MEM 254.738281 1670508102.4100
MEM 257.292969 1670508102.5213
MEM 259.871094 1670508102.6331
MEM 262.371094 1670508102.7434
MEM 264.976562 1670508102.8536
MEM 267.621094 1670508102.9639
MEM 270.183594 1670508103.0752
MEM 272.679688 1670508103.1865
MEM 275.433594 1670508103.2988
MEM 277.867188 1670508103.4100
MEM 280.421875 1670508103.5214
MEM 283.023438 1670508103.6327
MEM 285.582031 1670508103.7435
MEM 288.144531 1670508103.8520
MEM 290.707031 1670508103.9632
MEM 293.269531 1670508104.0733
MEM 295.832031 1670508104.1824
MEM 298.292969 1670508104.2935
MEM 300.855469 1670508104.4039
MEM 303.410156 1670508104.5140
MEM 305.882812 1670508104.6242
MEM 308.492188 1670508104.7344
MEM 311.109375 1670508104.8451
MEM 313.667969 1670508104.9553
MEM 316.292969 1670508105.0656
MEM 318.792969 1670508105.1759
MEM 321.390625 1670508105.2872
MEM 323.914062 1670508105.3985
MEM 326.539062 1670508105.5097
MEM 328.976562 1670508105.6179
MEM 331.539062 1670508105.7277
MEM 334.011719 1670508105.8368
MEM 336.625000 1670508105.9470
MEM 339.175781 1670508106.0583
MEM 341.730469 1670508106.1696
MEM 344.351562 1670508106.2809
MEM 346.871094 1670508106.3918
MEM 349.476562 1670508106.5030
MEM 351.976562 1670508106.6118
MEM 354.601562 1670508106.7223
MEM 357.101562 1670508106.8337
MEM 359.664062 1670508106.9436
MEM 362.226562 1670508107.0538
MEM 364.851562 1670508107.1650
MEM 367.347656 1670508107.2762
MEM 369.859375 1670508107.3865
MEM 372.414062 1670508107.4968
MEM 374.976562 1670508107.6081
MEM 377.566406 1670508107.7185
MEM 380.109375 1670508107.8286
MEM 382.671875 1670508107.9399
MEM 385.234375 1670508108.0507
MEM 387.796875 1670508108.1619
MEM 390.359375 1670508108.2721
MEM 392.781250 1670508108.3823
MEM 395.394531 1670508108.4936
MEM 397.925781 1670508108.6028
MEM 400.546875 1670508108.7141
MEM 403.046875 1670508108.8246
