CMDLINE python read_sort.py -i data/ecoli_100Kb_reads_120x.fasta -m tsne_sort -cs 120000 -c data/headerless/ecoli_100Kb_reads_120x.fasta.headerless.gz --delete_output True
MEM 2.121094 1670261621.5983
MEM 18.597656 1670261621.7103
MEM 31.722656 1670261621.8223
MEM 43.007812 1670261621.9343
MEM 48.406250 1670261622.0464
MEM 48.476562 1670261622.1574
MEM 49.015625 1670261622.2694
MEM 56.500000 1670261622.3804
MEM 66.746094 1670261622.4925
MEM 74.816406 1670261622.6045
MEM 85.984375 1670261622.7165
MEM 88.285156 1670261622.8285
MEM 91.152344 1670261622.9406
MEM 94.027344 1670261623.0526
MEM 96.750000 1670261623.1646
MEM 100.023438 1670261623.2766
MEM 102.843750 1670261623.3887
MEM 105.523438 1670261623.5007
MEM 108.343750 1670261623.6117
MEM 111.093750 1670261623.7237
MEM 113.859375 1670261623.8358
MEM 116.656250 1670261623.9478
MEM 119.468750 1670261624.0588
MEM 122.175781 1670261624.1708
MEM 125.734375 1670261624.2829
MEM 127.921875 1670261624.3949
MEM 130.691406 1670261624.5059
MEM 134.390625 1670261624.6179
MEM 205.367188 1670261624.7290
MEM 290.808594 1670261624.8405
MEM 395.843750 1670261624.9515
MEM 428.367188 1670261625.0626
MEM 462.671875 1670261625.1736
MEM 559.394531 1670261625.2846
MEM 573.074219 1670261625.3966
MEM 667.621094 1670261625.5077
MEM 683.316406 1670261625.6197
MEM 731.382812 1670261625.7317
MEM 699.160156 1670261625.8427
MEM 788.917969 1670261625.9548
MEM 883.167969 1670261626.0668
MEM 977.480469 1670261626.1788
MEM 1070.105469 1670261626.2898
MEM 1162.417969 1670261626.4019
MEM 1257.667969 1670261626.5139
MEM 1344.605469 1670261626.6249
MEM 1426.105469 1670261626.7359
MEM 1517.667969 1670261626.8480
MEM 1594.542969 1670261626.9600
MEM 1683.355469 1670261627.0720
MEM 655.843750 1670261627.1840
MEM 269.375000 1670261627.2961
MEM 333.359375 1670261627.4081
MEM 369.480469 1670261627.5201
MEM 495.144531 1670261627.6321
MEM 517.601562 1670261627.7442
MEM 543.046875 1670261627.8552
MEM 638.226562 1670261627.9662
MEM 684.980469 1670261628.0782
MEM 708.570312 1670261628.1883
MEM 685.250000 1670261628.3003
MEM 729.226562 1670261628.4123
MEM 820.414062 1670261628.5233
MEM 912.351562 1670261628.6354
MEM 1001.164062 1670261628.7464
MEM 1090.851562 1670261628.8584
MEM 1183.351562 1670261628.9704
MEM 1273.976562 1670261629.0825
MEM 1361.851562 1670261629.1935
MEM 1453.414062 1670261629.3055
MEM 1545.851562 1670261629.4165
MEM 1637.414062 1670261629.5286
MEM 1502.320312 1670261629.6406
MEM 222.519531 1670261629.7526
MEM 260.207031 1670261629.8646
MEM 341.535156 1670261629.9767
MEM 409.824219 1670261630.0887
MEM 506.214844 1670261630.2007
MEM 523.011719 1670261630.3127
MEM 630.484375 1670261630.4248
MEM 651.113281 1670261630.5368
MEM 695.507812 1670261630.6488
MEM 730.113281 1670261630.7599
MEM 687.742188 1670261630.8719
MEM 763.792969 1670261630.9839
MEM 854.417969 1670261631.0959
MEM 947.792969 1670261631.2080
MEM 1040.230469 1670261631.3200
MEM 1130.917969 1670261631.4320
MEM 1223.355469 1670261631.5435
MEM 1314.917969 1670261631.6556
MEM 1408.292969 1670261631.7666
MEM 1498.917969 1670261631.8786
MEM 1588.667969 1670261631.9906
MEM 1682.042969 1670261632.1027
MEM 722.609375 1670261632.2147
MEM 261.597656 1670261632.3267
MEM 296.679688 1670261632.4387
