reads;rate;time
50000;1.5504632605389812;6.473462820053101
100000;1.7285239939870154;11.718659400939941
200000;1.9369596689985915;23.642940282821655
400000;2.128774246837026;49.32539916038513
800000;2.106365734443195;87.32047772407532
1200000;2.145156138911149;127.960134267807
