CMDLINE C:\Users\antoi\anaconda3\python.exe read_sort.py -i data/ecoli_100Kb_reads_10x.fasta -m chatgpt_sort -c data/headerless/ecoli_100Kb_reads_10x.fasta.headerless.gz --delete_output True
MEM 1.593750 1670764812.1333
MEM 17.691406 1670764812.2333
MEM 27.527344 1670764812.3454
MEM 37.519531 1670764812.4574
MEM 45.910156 1670764812.5694
MEM 59.125000 1670764812.6814
MEM 67.871094 1670764812.7915
MEM 68.632812 1670764812.9015
MEM 68.945312 1670764813.0135
MEM 72.464844 1670764813.1255
MEM 82.847656 1670764813.2376
MEM 89.800781 1670764813.3496
MEM 99.132812 1670764813.4616
MEM 105.578125 1670764813.5736
MEM 105.578125 1670764813.6847
MEM 105.578125 1670764813.7937
MEM 105.578125 1670764813.9017
MEM 105.582031 1670764814.0117
MEM 105.703125 1670764814.1218
MEM 105.707031 1670764814.2318
MEM 105.707031 1670764814.3438
MEM 104.453125 1670764814.4558
